overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3.0,,True,"07 26, 2016",ABRUSJXQG3QN2,B00000J1E6,,Joey De,"Like any of these types of products the do not get rid of the deep scratches , it does how ever smooth them out so they don,t skip .
it comes with a generous amount of cloth to apply the two step solutions , I did have to work at rubbing it to get to a finish I wanted but you could still see the scratches so do not expect miracles . I did try this product on my glasses and it did reduce some of the scratches to improve vision",I would may be buy it again,1469491200,
5.0,,True,"07 14, 2016",A944X89MNHFDV,B00000J1E6,,oldtimer,good,Five Stars,1468454400,
5.0,,True,"03 9, 2016",A5J887TUVUXDM,B00000J1EQ,{'Size:': ' 1-Pack'},Valerie Jacoby,Excellent sound and picture quality as per maxell's reputation.  Very well made and durable.  All in all a quality product......,Excellent sound and picture quality as per maxell's reputation,1457481600,
5.0,,True,"02 26, 2016",A3EJEZOOSCFBFJ,B00000J1EQ,{'Size:': ' 1-Pack'},John Morley,"What can I say...The wife uses them & won't upgrade. We have a Model T pick up also.,","What can I say...The wife uses them & won't upgrade. We have a Model T pick up also.,",1456444800,
4.0,,True,"02 17, 2016",ATJZTUWXPSK79,B00000J1EQ,{'Size:': ' 1-Pack'},Dave,non,Four Stars,1455667200,
5.0,,True,"12 25, 2014",A24ET37L6TAS1Y,B00000J1T1,{'Color:': ' Black'},Kickin&#039; It,I did notice my internet speed jump from after connecting the cable. My original cable is probably 5-6 years old. I bought another one shortly after getting this one in blue.,Fast delivery,1419465600,
4.0,,True,"12 23, 2014",A2VMK3DMO6XD8K,B00000J1T1,{'Color:': ' White'},Amazon Customer,didn't meet my needs.  used to split cable use to two computers.  lost download speed.,didn't meet my needs. used to split cable use ...,1419292800,
3.0,,True,"12 23, 2014",A2R1EESPW4N1ZB,B00000J1T1,{'Color:': ' Blue'},Amazon Customer,It works and it is a cable.,Works as intended.,1419292800,
4.0,,True,"12 18, 2014",A36I38EXMKWZGY,B00000J1T1,{'Color:': ' Yellow'},C.K.,"Does the job and worked like a charm, no issues whatsoever.",Sturdy - Does the job - Reliable,1418860800,
5.0,,True,"12 13, 2014",A39GV6FHBTZJD1,B00000J1T1,{'Color:': ' Blue'},Greybeard,"Great set of cables, worked perfectly","Solid performance, right size, fair price: Perfect",1418428800,
5.0,,True,"12 13, 2014",A7SHF4WR5HQ77,B00000J1T1,{'Color:': ' Blue'},RWm,"Hey, I plugged it in both sides and it worked.  What is there to say?  Nice color?",Works as advertised.,1418428800,
5.0,,True,"12 12, 2014",A12RV311VXQNFY,B00000J1T1,{'Color:': ' Blue'},Rodney Bridges,Worked great!,Five Stars,1418342400,
4.0,,True,"11 14, 2012",A22TTHEASO10QZ,B00000J1QM,,Danny Marcelo Lobato,"I think it's an excellent product, is a very good buy because it meets all my expectations. Highly recommended. Thanks",Good,1352851200,
5.0,,True,"09 2, 2012",A2Q9EK9WKGFGCG,B00000J1QM,,C. DeMarco,"I kept getting an error every time I tried to burn home videos to disc. Got this and used it and back to making discs. Didn't need all the extras that were on it for surround sound settings, but happy with my purchase!",Got my DVD/CD-ROM working again!,1346544000,
2.0,,True,"04 13, 2016",A3R5LZ29W7TGCH,B00000J1QK,,Dan Paymar,Doesn't seem to work at all in slot-loading computer CD drive.,Not good for slot-loading computer drive.,1460505600,
5.0,2,True,"03 7, 2016",A1OIPGRRSM6IFD,B00000J1QK,,Nancy Sue,"Works well and fast. Only takes a minute per CD slot. It you have multiple slots, remove all the CDs, then clean each in order.",CD cleaner,1457308800,
1.0,,True,"06 22, 2015",ACMRDAKUXXN5D,B00000J1E6,,paul,Didnt work for me.,One Star,1434931200,
4.0,,True,"01 17, 2015",A2ZXIJ5MX3XF4O,B00000J1E6,,Jaime,"It works with my VINTAGE Memorex CD Repair Kit.
Works well for any DISCS with LIGHT scratches.",Cd Fixer,1421452800,
4.0,,True,"01 10, 2015",AXKRYBPOST80J,B00000J1E6,,Javier Ortiz,good price,Four Stars,1420848000,
5.0,,True,"12 10, 2014",ARL4OFT8HOQ3H,B00000J1E6,,Jean E Campanile,not sure how it works...daughter was having some trouble,Five Stars,1418169600,
3.0,,True,"11 17, 2014",A2LD9WEWWH4WCP,B00000J1E6,,Multiverse,"This works, but it does take a lot of elbow grease to fix a CD or DVD.  Some fix fairly easily and some take quite a bit longer to repair.",Some fix fairly easily and some take quite a bit longer to repair,1416182400,
4.0,,True,"01 30, 2016",A1FGEAEGWVYJ2I,B00000J1QK,,Debra,as advertised. arrived timely manner.,Good,1454112000,
1.0,,True,"01 25, 2016",A1NE31PMNMDMAU,B00000J1QK,,Zeek the Dog,Sucked,Sucked,1453680000,
3.0,,True,"12 10, 2015",A7HEZCAYG5JML,B00000J1QK,,DC,"Works fine, but won't get what is pictured.  See my image.","Not as pictured, but works fine.",1449705600,['https://images-na.ssl-images-amazon.com/images/I/81HPAR8pAlL._SY88.jpg']
4.0,12,True,"12 10, 2015",A1RXVSBGGRKIIW,B00000J1QK,,Comparison Shopping  Consumer,"JUST POP IT INTO ANYTHING THAT PLAYS  MUSIC CD'S( WHICH IS WHY I BOUGHT IT).

THE CAR STEREO- BOOMBOXES- SMALL CD PLAYERS- REGULAR MUSIC STEREOS- AND COMPUTER DRIVES.

****If you enlarge this item cover, you can see in the description, the amount of things that can be cleaned with this cleaning disk.***

For those using it to clean audio devices,you pop it into the disc player-and listen to the directions.

YES, LISTEN!

You will hear music from the disk and then a voice telling you what to do( you have to press a certain track number) and the cleaning gets done ULTRA FAST- like less than 90 seconds!

I put this in ALL my devices before I started to use my music cd's in them, and here is why:

We had major renovations done in the house and my fear of  the massive amount of  dust sent flying around and possibly having gotten into various electronics, made me want to clean them as best I could before inserting any cds into them.

If you care about your devices- if you care about your cds- get this.

 It is basically a cheap item, price wise- but it does the job!",RECOMMENDED!  CLEANED ALL MY MUSIC CD PLAYERS-BOOMBOX-STEREO-CAR &PC!,1449705600,
5.0,,True,"11 21, 2015",A1QTXUNVNLTNJZ,B00000J1QK,,Richard E Byers,Worked great - - cleaned disk reader fir try.,Five Stars,1448064000,
5.0,,True,"02 9, 2016",A2QT4YH3MHKWP,B00000J1EQ,{'Size:': ' 1-Pack'},John Zito,I still use VHS tapes to record programs every so often.  This saves me from paying $20 a month for a DVR.  Thanks!!!!  A+++++,I still use VHS tapes to record programs every so ...,1454976000,
5.0,,True,"12 12, 2014",A1O1LK1QJCS17A,B00000J1T1,{'Color:': ' Blue'},Mary C. Chaplin,Works great.,Five Stars,1418342400,
5.0,,True,"12 8, 2014",A3H63FQ39TF54B,B00000J1T1,{'Color:': ' Blue'},Melissa Popp,"This is your stereotypical ethernet cable. It works as intended, I get normal speeds with it, and that's that.",Five Stars,1417996800,
5.0,,True,"12 8, 2014",A3VKJ5LQ1W660C,B00000J1T1,{'Color:': ' Blue'},Jo.Sz.,good cable,good cable,1417996800,
5.0,,True,"12 7, 2014",A1NY28LAYJLZEY,B00000J1T1,{'Color:': ' Blue'},Debbie,Works right,great cable,1417910400,
5.0,,True,"12 6, 2014",AT9CN1BEMR1LT,B00000J1T1,{'Color:': ' Blue'},Sam,"good quality, good product, works great","good quality, good product, works great",1417824000,
4.0,,True,"12 5, 2014",A1KMFFF9ICKBWU,B00000J1T1,{'Color:': ' Blue'},SEFAC,Great bang for the buck.,Four Stars,1417737600,
5.0,,True,"12 4, 2014",AUA4B4DFHAAAU,B00000J1T1,{'Color:': ' Blue'},Scoundrel,works well,Five Stars,1417651200,
4.0,,True,"12 4, 2014",A1F2ACCNDPQTHJ,B00000J1T1,{'Color:': ' Blue'},Sam Lewis,works,Four Stars,1417651200,
5.0,,True,"11 30, 2014",A60O3SPGW18ZS,B00000J1T1,{'Color:': ' Blue'},Paul Stevens,Good cables just what the doctor ordered,Five Stars,1417305600,
5.0,6,True,"10 13, 2011",A14RCQOXXE9W0Q,B00000J1QM,,D. Alba,"The dvd drive in my Macbook Pro (unibody) stopped working completely.

I took it to the Apple store and for $120 they were going to change it for a new one. I wanted to do some research online before committing to paying that.

I went on some blogs and someone suggested trying to clean it first.

SO... I bought this cleaning CD and voila!!! My dvd drive works perfectly once again!!! I saved about $118!!!! Pretty good!!",Fantastic!!,1318464000,
3.0,,True,"07 16, 2011",A3EGCYJ41MWIFD,B00000J1QM,,hoellero,I used it to clean my computer DVD drives. I followed the instructions on the monitor but at some point the system just got stuck in a loop while it was testing the suround sound. I just ejected the disc. Couldn't tell if the lens is cleaner now or not - I guess it worked and I'll keep using it once in a while.,Does it work ?,1310774400,
5.0,,True,"01 18, 2016",A2ZREKNUVRN5KF,B00000J0MS,{'Style:': ' 33'},Randy,GOOD PRODUCT A +++++ FAST SHIPPING GOOD PRICE,A+++++ SELLER FAST SHIPPING GOOD PRICES,1453075200,
5.0,,True,"01 13, 2016",A33DXX08TRLIKX,B00000J0MS,{'Style:': ' 33'},TvD,Just what I needed,works good for my TOTO,1452643200,
5.0,,True,"01 8, 2016",A17E0V5P1UPMJP,B00000J0MS,{'Style:': ' 60'},Walt,Fit perfectly,Five Stars,1452211200,
5.0,,True,"12 28, 2015",A31MLYXFO3CZZJ,B00000J0MS,{'Style:': ' 64'},melissa cole,the shower head is perfect.  we are selling our home but needed an upgrade to the shower.  this was the perfect solution.  I really like the looks.,this was the perfect solution.,1451260800,
5.0,,False,"12 19, 2015",A7QDCDIY8RI7Y,B00000J0MS,{'Style:': ' 4'},MamaLoves2Review,"This shower is AMAZING!! I absolutely love it!! The spray is nice and even, It covers your whole body when standing under it and its adjustable head to turn it up down left or right! If your in the market, i highly recommend!! I received this product free for my honest review!!",This shower is AMAZING!! I absolutely love it,1450483200,
5.0,,True,"10 20, 2015",AY7KW25RFJ03W,B00000J1QK,,Bob C,great,Five Stars,1445299200,
5.0,,True,"10 8, 2015",A31F1GKTUB1J77,B00000J1QK,,Harry Barron,very happy with results.,Five Stars,1444262400,
4.0,2,True,"09 13, 2015",AS6ET7LF39VU2,B00000J1QK,,Paul B.,"Works great. cleans CD lenses (or at least i think thats what it is doing!)
(4 stars because I must say that I like the memorex brand one a little better ... just because the audio tracks are easier to navigate.)",Works,1442102400,
5.0,,True,"09 11, 2015",A18AAX5MOMDE3J,B00000J1QK,,Idiot Suvant,my wife's car CD player wasn't working.  she bought this and plugged it in... the CD player now works good!,fixed my car's CD playa,1441929600,
2.0,,True,"09 1, 2015",ATWUXEWR42IPB,B00000J1QK,,Roger D. Hunt,It did not resolve my issues!....and those are the issues they listed could be fixed with this.,?? waste of money.,1441065600,
1.0,12,False,"12 19, 2001",A1U22833PL6AD0,B00000J1U5,{'Style:': ' USB Parallel Printer'},Abe Lin,"The Belkin will not work with ANY Epson parallel printers.
No choice but to buy the Epson USB Adapter Kit.
Check the Epson site for details to see which kit if any will fit your printer.
Buying the USB Adapter Kit from Epson directly is the cheapest way to go!",will NOT work for Epson printers!!!,1008720000,
1.0,6,False,"09 13, 2001",A2G0O4Y8QE10AE,B00000J1U5,{'Style:': ' USB Parallel Printer'},Deborah Woehr,"I bought the Mac compatible version of this product and was sorely disappointed on many levels.  Although the instructions are explicit and easy to follow, the procedure didn't work.  I had to install the software first and then hook up the cable.  The software was a breeze to install, and my laser printer did work.  But it cut the print quality from 600dpi down to 300dpi.  It also slowed down the printing process, hanging up after printing a mere two pages.
The next day, I booted my system and turned on my printer.  I worked on a document and tried to print it out.  It didn't work.  I tried all the troubleshooting suggestions, and it still didn't work.  Eventually, I wound up setting aside my laser printer and buying a cheap inkjet with a USB port.  I'm hoping somebody will produce a better adapter in the near future, but I'm not holding my breath.",Not worth the hassle,1000339200,
4.0,,True,"04 28, 2014",A28X7MM3JF8WF6,B00000J1E6,,Robert Dillard,Have done two CDs with scratches and so far this product does what it claims. Saves cost of new CD. Will see if results last.,So Far So Good,1398643200,
4.0,,False,"08 9, 2013",A2J3UGQGSK516E,B00000J1E6,,Julie Ann,It wasn't a perfect fix but it was a huge improvement from its original form. Very satisfied with this product.,pretty good.,1376006400,
5.0,,True,"07 18, 2013",A1D1MIFRSG50Y3,B00000J1E6,,Mike S.,"I have a couple DVDs that had relatively small scratches on them, but deep enough to stop playback and I was able to get them to work correctly.  It did take a couple applications, but the sections where the DVD would stop and shut off, now play continuously through.  Make sure to follow the directions and wipe as the instructions say and the disc will work fine after everything dries.",It works,1374105600,
5.0,,True,"11 30, 2014",A36X6GTJ2CQY94,B00000J1T1,{'Color:': ' Blue'},Sabrina,OK,Five Stars,1417305600,
5.0,,True,"11 30, 2014",A3HJJLS5L71EC0,B00000J1T1,{'Color:': ' Blue'},Milic Bogdanovic,It's just a patch cable.,Five Stars,1417305600,
5.0,,True,"11 30, 2014",A20QBR91YV6MZB,B00000J1T1,{'Color:': ' Blue'},anthony,Suits its purpose.,Five Stars,1417305600,
5.0,,True,"11 29, 2014",A1WY37V9VA9BF1,B00000J1T1,{'Color:': ' Gray'},Nicholas,"Very well made, stays in the port well and the clips don't break easily like every other cabel i've had. Thanks!",stays in the port well and the clips don't break easily like every other cabel i've had,1417219200,
5.0,,True,"11 27, 2014",AFX1VC44V15WU,B00000J1T1,{'Color:': ' Blue'},James Murphy,"It's not often a simple patch cable can catch your fancy and make you all sweaty and tingle all over, but when I opened the wonderfully packaged Belkin RJ45 Cat 5e Snagless Molded Patch Cable, my eyes began to sweat.  The blue is so dark and rich it reminds one of the mystery and allure of Versailles.  The magnificently engineered snagless connectors are so well made, and the actual RJ45 spec plug fit so nicely in my router, it was like a horse and carriage or even love and marriage.  You cannot go wrong with this cable.  After you are bedazzled by the vibrant royal blue, and the admiration of the snagless clip design wears on you, the thing will still send data from device M to device K.  I have only tested it on devices M and K, so if you are going to use other devices, please disregard this entire review if you are concerned about efficacy.  If, however, you are easily impressed with rich, bold colors and imaginative engineering, you cannot go wrong.",Vibrant and so clever,1417046400,
5.0,,True,"11 26, 2014",A2RG5ADNJEQHFS,B00000J1T1,{'Color:': ' Blue'},feetdry,"works well, bought a bunch",Five Stars,1416960000,
